product,sub_product,issue,sub_issue,submitted_via,company,month_year,state,timely,company_response,number_of_complaints
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,"Checkr, Inc",April 2022,WI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,"EQUIFAX, INC.",April 2022,CT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,"EQUIFAX, INC.",April 2022,DC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,"EQUIFAX, INC.",April 2022,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,"EQUIFAX, INC.",April 2022,LA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,Experian Information Solutions Inc.,April 2022,DC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,Experian Information Solutions Inc.,April 2022,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,Experian Information Solutions Inc.,April 2022,LA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,Experian Information Solutions Inc.,March 2022,ND,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,"Navient Solutions, LLC.",January 2022,NM,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,DC,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Postal mail,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,ID,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,ALLY FINANCIAL INC.,March 2022,DC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,AMERICA FIRST FEDERAL CREDIT UNION,March 2022,UT,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"Bread Financial Holdings, Inc.",April 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"Bread Financial Holdings, Inc.",March 2022,UT,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,CAPITAL ONE FINANCIAL CORPORATION,March 2022,DC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,CAPITAL ONE FINANCIAL CORPORATION,March 2022,UT,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,COMMERCE BANK,January 2022,NE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"EQUIFAX, INC.",April 2022,MN,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"EQUIFAX, INC.",April 2022,NC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"EQUIFAX, INC.",April 2022,OK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,Experian Information Solutions Inc.,April 2022,MN,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,Experian Information Solutions Inc.,April 2022,OK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"Express Recovery Services, Inc.",March 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"Lloyd & McDaniel, PLC",April 2022,AR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,MOUNTAIN AMERICA FEDERAL CREDIT UNION,March 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"N.A.R., Inc.",March 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,RC Willey,April 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,Santander Consumer USA Holdings Inc.,April 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,MN,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,OR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,VA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Referral,"The CBE Group, Inc.",March 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,ABSOLUTE CREDIT  LLC,March 2022,ME,No,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"ACIMA CREDIT, LLC",April 2022,NJ,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,AES/PHEAA,April 2022,FL,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,AES/PHEAA,April 2022,IN,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,AES/PHEAA,April 2022,OH,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,ALLY FINANCIAL INC.,April 2022,MI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,ALLY FINANCIAL INC.,April 2022,MS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,ALLY FINANCIAL INC.,April 2022,OK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,ALLY FINANCIAL INC.,August 2021,MT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,ALLY FINANCIAL INC.,November 2021,WV,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,AMERICAN EXPRESS COMPANY,April 2022,SC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,AMERICAN EXPRESS COMPANY,February 2022,IA,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,AMERICAN EXPRESS COMPANY,January 2022,WV,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,AMERICAN HONDA FINANCE CORP,April 2022,MA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Aargon Agency, Inc.",April 2022,FL,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Affirm Holdings, Inc",April 2022,CO,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Army and Air Force Exchange Service,August 2021,ME,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Army and Air Force Exchange Service,March 2022,OR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Avant Holding Company, Inc.",April 2022,AR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,BANCO POPULAR DE PUERTO RICO,April 2022,MN,Yes,Closed with monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,CA,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,MD,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,PR,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",February 2022,NM,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",January 2022,KS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",November 2021,NH,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,BANNER CORPORATION,March 2022,OR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,BARCLAYS BANK DELAWARE,April 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,BMO HARRIS BANK NATIONAL ASSOCIATION,April 2022,IL,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Benuck & Rainey, Inc.",September 2021,NH,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Bread Financial Holdings, Inc.",April 2022,LA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Bread Financial Holdings, Inc.",April 2022,MA,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Bread Financial Holdings, Inc.",May 2021,WY,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Bridgecrest Acceptance Corporation,April 2022,MS,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,MA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,MI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,NC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,NJ,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,NV,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,December 2021,WV,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,January 2022,NH,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,March 2022,MT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,March 2022,OR,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CARDINAL FINANCIAL COMPANY, LIMITED PARTNERSHIP",March 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CARRINGTON MORTGAGE SERVICES, LLC",April 2022,LA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CARRINGTON MORTGAGE SERVICES, LLC",February 2022,NM,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CARRINGTON MORTGAGE SERVICES, LLC",May 2021,AK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CBC Companies, Inc.",April 2022,MS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CITIBANK, N.A.",April 2022,CA,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CITIBANK, N.A.",April 2022,GA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CITIBANK, N.A.",April 2022,KS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CITIBANK, N.A.",April 2022,NJ,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CITIBANK, N.A.",April 2022,NY,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CITIBANK, N.A.",March 2022,OR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CREDIT ACCEPTANCE CORPORATION,January 2022,NE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CREDIT ACCEPTANCE CORPORATION,January 2022,NH,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CREDIT ACCEPTANCE CORPORATION,March 2022,RI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,CREDIT ACCEPTANCE CORPORATION,September 2021,ME,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"CarMax, Inc.",April 2022,DE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Castle Credit Co Holdings, LLC, Chicago, IL Branch",April 2022,DE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Central Portfolio Control Inc.,January 2022,NE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Central States Recovery, Inc.",March 2022,KS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Checkr, Inc",April 2022,OR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Collins & Hilton Asset Group, LLC",November 2021,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",March 2022,KS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Consumer Adjustment Company Incorporated,April 2022,OH,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Convergent Resources, Inc.",April 2022,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Convergent Resources, Inc.",March 2022,MN,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Creative Finance, Inc.",April 2022,WI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Credit Management Control, Inc.",April 2022,TX,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Credit Service, Inc",April 2022,OK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,DISCOVER BANK,April 2022,CO,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,DISCOVER BANK,April 2022,MA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,DISCOVER BANK,April 2022,NY,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,DISCOVER BANK,April 2022,OK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,DISCOVER BANK,April 2022,PA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,DISCOVER BANK,April 2022,SC,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,DISCOVER BANK,December 2021,VT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,ENCORE CAPITAL GROUP INC.,April 2022,FL,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,ENCORE CAPITAL GROUP INC.,August 2021,ND,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"ENOVA INTERNATIONAL, INC.",April 2022,MS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,AL,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,AR,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,AZ,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,CA,Yes,Closed with explanation,5
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,CO,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,CT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,DC,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,DE,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,FL,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,GA,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,IA,Yes,Closed with explanation,7
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,IL,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,LA,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,MA,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,MD,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,ME,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,MI,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,MN,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,MO,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,MS,Yes,Closed with explanation,8
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,NC,Yes,Closed with explanation,7
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,NE,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,NJ,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,NV,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,NY,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,OH,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,OK,Yes,Closed with explanation,7
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,PA,Yes,Closed with explanation,7
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,RI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,SC,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,TN,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,TX,Yes,Closed with explanation,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,WA,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,WI,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",April 2022,WY,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",December 2021,NH,Yes,Closed with explanation,1
